id,no,name,latitude,longitude,bearing
2635,F00968,Országház látogatóközpont,47.50915,19.04677,6
2636,F01196,Harminckettesek tere,47.489955,19.070881,6
2637,F01199,Harminckettesek tere,47.490332,19.070815,6
2638,F01958,Bikás park M,47.464277,19.033826,6
2639,F02019,Albertfalva utca,47.447926,19.037583,6
2640,F02022,Albertfalva utca,47.447333,19.037597,6
2641,F02024,Fonyód utca,47.443789,19.036908,6
2642,F02029,Budafok kocsiszín,47.441783,19.036577,6
2643,F03969,Pannónia út,47.450824,19.125602,6
2644,F04178,József Attila utca,47.425112,19.084174,6
2645,F00360,Kossuth Lajos utca,47.552138,18.964307,7
2646,F00576,Bogdáni út,47.550154,19.043979,7
2647,F02026,Fonyód utca,47.443654,19.037001,7
2648,F02886,Mexikói út M,47.520133,19.091527,7
2649,F04088,Udvarhely utca,47.437965,19.134359,7
2650,F04276,Csepel Csillagtelep,47.410168,19.060487,7
2651,9431,Régi vám,47.446818,19.006063,8
2652,44383,Budakeszi Tiefenweg utca,47.503557,18.921167,8
2653,F01190,Corvin-negyed M,47.486467,19.070356,8
2654,F01552,Álmos utca,47.46702,19.178694,8
2655,F01875,Csillagvirág utca,47.479941,19.196129,8
2656,F02438,Tamási Áron utca / Thomán István utca,47.496844,18.998184,8
2657,F02564,Fiastyúk utca,47.546095,19.072459,8
2658,F03457,Rákosliget vasútállomás,47.485035,19.258549,8
2659,F03721,Szarvas csárda tér,47.441136,19.185048,8
2660,8685,Albertfalva kitérő,47.452801,19.038961,9
2661,9430,Keserűvíztelep (Bobpálya),47.45388,19.007516,9
2662,9718,Vízisport utca,47.434463,19.091352,9
2663,61280,Kelenföld vasútállomás M,47.464436,19.018308,9
2664,F00034,Fazekas utca,47.508268,19.034372,9
2665,F00135,Kolosy tér,47.527983,19.03766,9
2666,F00660,Szent János utca,47.579923,19.0641,9
2667,F00738,Galopp utca,47.580597,19.116672,9
2668,F01412,Helyi kikötő út,47.463464,19.073086,9
2669,F01550,Árpád utca,47.464098,19.17809,9
2670,F01880,Kamaraerdő,47.435952,18.978596,9
2671,F03521,Rákoshegy Ferihegyi út,47.460535,19.246303,9
2672,8426,Káposztásmegyer Szilas-patak,47.577405,19.114927,10
2673,8491,Jászberényi út,47.485549,19.192668,10
2674,9447,Mátyás király utca,47.404443,18.991581,10
2675,F00069,Bécsi kapu tér,47.504553,19.030683,10
2676,F00241,Komjádi Béla utca,47.520635,19.036798,10
2677,F00245,Zsigmond tér,47.524991,19.037951,10
2678,F00547,Áldomás utca,47.561909,19.035606,10
2679,F00580,Raktár utca,47.545288,19.042837,10
2680,F00581,Raktár utca,47.544947,19.042757,10
2681,F00663,Nimród utca,47.575696,19.062837,10
2682,F00907,Székpatak utca,47.595848,19.121292,10
2683,F01408,József Attila ltp. Távíró utca,47.460599,19.114913,10
2684,F02028,Budafok kocsiszín,47.440794,19.036484,10
2685,F02279,Tamási Áron utca,47.493446,19.002553,10
2686,F03447,Hősök tere,47.490033,19.259736,10
2687,F03458,IV. utca,47.487282,19.259049,10
2688,F03520,Kerülő utca,47.463664,19.247058,10
2689,F04092,Pesterzsébet Ady Endre tér,47.433293,19.127021,10
2690,66458,Hengermalom út / Szerémi út,47.462551,19.048509,11
2691,F00573,Óbuda Bogdáni út,47.550712,19.041826,11
2692,F00611,Flórián tér,47.542896,19.042252,11
2693,F00703,Zsilip utca,47.568812,19.08047,11
2694,F00741,Óceán-árok utca,47.577995,19.115942,11
2695,F00743,Óceán-árok utca,47.578088,19.116151,11
2696,F00876,Deák Ferenc utca / Rózsa utca,47.564173,19.10012,11
2697,F00990,Markó utca,47.509123,19.051164,11
2698,F02155,Budafoki út / Karinthy Frigyes út,47.475412,19.053165,11
2699,F02307,Kiss János altábornagy utca,47.492498,19.016647,11
2700,F02458,Svábhegy,47.497928,18.989543,11
2701,F03331,Rózsalevél utca,47.52255,19.231438,11
2702,F03469,XVIII. utca,47.492532,19.260383,11
2703,F03683,Wlassics Gyula utca,47.437446,19.183973,11
2704,9425,Csonka János tér,47.470484,19.045299,12
2705,66456,Hauszmann Alajos utca / Szerémi út,47.467013,19.049756,12
2706,F00116,Szanatórium utca (Vadaspark),47.520206,18.938865,12
2707,F00497,Hunyadi utca,47.584907,19.056086,12
2708,F00506,Záhony utca,47.562206,19.048163,12
2709,F00606,Kiscelli utca,47.538723,19.0405,12
2710,F00705,Károlyi István utca,47.564936,19.079205,12
2711,F01916,Őrmezei út,47.454965,19.018844,12
2712,F01941,Duránci utca,47.451036,19.022625,12
2713,F03685,Dobozi utca,47.435611,19.183464,12
2714,F03702,Lőrinci temető,47.446552,19.191346,12
2715,F04192,Széchenyi István utca,47.423604,19.069767,12
2716,8126,Hír utca,47.432896,19.011523,13
2717,11320,Búza utca,47.55341,19.040272,13
2718,16764,Kalotaszeg utca,47.458825,19.041134,13
2719,96830,Jogar utca,47.435114,19.013117,13
2720,F00143,Margitsziget / Margit híd,47.515986,19.043995,13
2721,F00724,Megyeri út,47.593141,19.120265,13
2722,F00796,Szent István tér (Újpesti piac),47.56317,19.090765,13
2723,F00797,Újpest-központ M,47.560157,19.089739,13
2724,F00814,Újpest-központ M (Munkásotthon utca),47.559213,19.089566,13
2725,F01601,Gránátos utca,47.481736,19.177696,13
2726,F01812,Meténg utca,47.484712,19.178751,13
2727,F01946,Gépész utca,47.452988,19.023234,13
2728,F02005,Hauszmann Alajos utca,47.467615,19.044291,13
2729,F02009,Etele út / Fehérvári út,47.463398,19.042572,13
2730,F02014,Andor utca,47.455715,19.039836,13
2731,F02017,Albertfalva kitérő,47.452666,19.038776,13
2732,F02239,Csonka János tér,47.470259,19.045087,13
2733,F02434,Pagony utca,47.494931,19.003096,13
2734,F02439,Thomán István utca,47.494695,18.998517,13
2735,F02609,Dózsa György út M,47.525204,19.063792,13
2736,F04235,Szent László utcai lakótelep,47.406848,19.080228,13
2737,F04298,Csepeli híd,47.460676,19.072249,13
2738,F04696,Anna kápolna,47.582136,18.939193,13
2739,8408,Ürömhegyi lejtő,47.577645,19.032198,14
2740,8410,Aranyhegyi lejtő,47.572593,19.030301,14
2741,16727,Újbuda-központ M,47.474649,19.046771,14
2742,56220,Újbuda-központ,47.473559,19.046266,14
2743,56222,Móricz Zsigmond körtér,47.47731,19.047645,14
2744,91816,Angyalföld vasútállomás,47.550363,19.091315,14
2745,F00137,Kolosy tér,47.528586,19.039001,14
2746,F00441,Szőlőkert utca,47.554633,19.040776,14
2747,F00508,Kaszásdűlő H,47.557098,19.04617,14
2748,F00692,Madridi utca,47.546537,19.097593,14
2749,F00761,Iglói utca,47.573085,19.103,14
2750,F00804,Újpest-központ M,47.56102,19.090218,14
2751,F00903,Bőrfestő utca,47.587791,19.11817,14
2752,F01380,Mester utca / Ferenc körút,47.482751,19.068848,14
2753,F02003,Hauszmann Alajos utca,47.467039,19.043919,14
2754,F02011,Etele út / Fehérvári út,47.461985,19.042262,14
2755,F02012,Andor utca,47.456399,19.040234,14
2756,F02144,Szent Gellért tér - Műegyetem M,47.482482,19.05294,14
2757,F02241,Kalotaszeg utca,47.458827,19.040976,14
2758,F02373,Regőczi István tér,47.507183,18.988324,14
2759,F02505,Parkmozi köz,47.522785,19.045282,14
2760,F02684,Gyöngyösi utca,47.549394,19.073575,14
2761,F03633,Varjú utca,47.43375,19.182943,14
2762,9047,Homoktövis utca,47.594692,19.113273,15
2763,9154,Atlétikai stadion,47.572575,19.114429,15
2764,9516,Rákospalota-Újpest vasútállomás,47.566191,19.111737,15
2765,F00513,Kaszásdűlő utca,47.558204,19.042091,15
2766,F00826,Bőröndös utca,47.585597,19.11749,15
2767,F00864,Brüsszeli utca,47.548956,19.098538,15
2768,F00904,Bőrfestő utca,47.587809,19.11837,15
2769,F01191,Corvin-negyed M,47.485476,19.069898,15
2770,F01574,Kőbánya alsó vasútállomás (Mázsa tér),47.481718,19.127066,15
2771,F01650,Szent László tér,47.485304,19.131729,15
2772,F01905,Budafoki elágazás,47.43546,19.036433,15
2773,F01999,Újbuda-központ M,47.4748,19.046664,15
2774,F02492,Hajós Alfréd uszoda,47.519853,19.044234,15
2775,F02997,Visonta utca,47.586026,19.120973,15
2776,7887,Mester utca / Ferenc körút,47.482246,19.068716,16
2777,F00825,Bőröndös utca,47.58546,19.117201,16
2778,F00840,Árpád út,47.561948,19.107706,16
2779,F00845,Rákospalota-Újpest vasútállomás,47.566227,19.111896,16
2780,F02112,BAH-csomópont,47.486761,19.023152,16
2781,F02297,Vas Gereben utca,47.489321,19.009762,16
2782,F02568,Népfürdő utca / Árpád híd,47.536887,19.060834,16
2783,F02570,Sporttelep,47.533605,19.059359,16
2784,F02603,Göncz Árpád városközpont M,47.534188,19.067646,16
2785,F02637,Göncz Árpád városközpont,47.533217,19.067089,16
2786,F02680,Dózsa György út,47.52543,19.063737,16
2787,F02682,Forgách utca,47.53916,19.069648,16
2788,F02693,Állatkert,47.517718,19.077863,16
2789,F03067,Szerencs utca,47.552826,19.111708,16
2790,F03072,Rákos úti szakrendelő,47.553838,19.118777,16
2791,F03075,Pázmány Péter utca,47.550985,19.107614,16
2792,F03116,Szerencs utca,47.551519,19.117777,16
2793,F03179,Rädda Barnen utca,47.557205,19.11356,16
2794,F04439,Aradi utca,47.419056,19.006712,16
2795,8436,Szentendre Papírgyár,47.648965,19.069449,17
2796,8944,Újpest-városkapu M (Váci út),47.556577,19.076558,17
2797,38683,Kőbánya-Kispest M,47.462976,19.148644,17
2798,49182,Úszódaru utca,47.546042,19.069019,17
2799,61225,Hajtány sor,47.455342,19.024398,17
2800,F00223,Vérhalom utca,47.519816,19.028845,17
2801,F01642,Liget tér,47.483074,19.131221,17
2802,F01651,Szent László tér,47.484934,19.131747,17
2803,F01899,Kápolna út,47.447121,19.014181,17
2804,F02096,Süveg utca,47.48135,19.004766,17
2805,F02430,Vöröskő utca,47.496668,19.007341,17
2806,F02496,Szabadtéri Színpad,47.530844,19.048934,17
2807,F02562,Fiastyúk utca,47.54496,19.079725,17
2808,F02572,Lomb utca,47.53524,19.069958,17
2809,F02587,Béke tér,47.529745,19.080488,17
2810,F02591,Lehel utca / Róbert Károly körút,47.526244,19.078506,17
2811,F02666,Fáy utca,47.537119,19.075975,17
2812,F03068,Eötvös utca 74.,47.555811,19.112973,17
2813,F03182,Wesselényi utca,47.549235,19.116805,17
2814,8005,Móricz Zsigmond körtér M,47.477059,19.04754,18
2815,F00888,Ősz utca,47.557286,19.105737,18
2816,F01883,Idősek Otthona,47.43758,18.979164,18
2817,F02285,Boldog Teréz anya tér,47.488582,19.00679,18
2818,F02494,Palatinus fürdő,47.528074,19.047606,18
2819,F02507,Viza utca,47.530106,19.057645,18
2820,F02516,Victor Hugo utca,47.518468,19.056767,18
2821,F02539,Gyöngyösi utca,47.548396,19.081334,18
2822,F02574,Vág utca,47.523954,19.056011,18
2823,F02577,Röppentyű utca,47.534277,19.074632,18
2824,F02606,Tisza utca,47.523837,19.059397,18
2825,F02661,Rokolya utca,47.54229,19.087031,18
2826,F02679,Forgách utca M,47.540046,19.07,18
2827,F02996,Rákospalota Csömöri-patak,47.590316,19.122667,18
2828,9494,Újlak utca lakótelep,47.482307,19.233674,19
2829,11768,Rákoscsaba-Újtelep Tóalmás utca,47.499281,19.286785,19
2830,61233,Antalháza,47.436488,19.007202,19
2831,F00688,Kolostor út,47.533228,19.02577,19
2832,F00693,Angyalföld vasútállomás,47.550146,19.091379,19
2833,F00834,Árpád üzletház,47.561008,19.099134,19
2834,F01896,Kelenvölgy-Péterhegy,47.443721,19.012407,19
2835,F02498,Szállodák (Hotels),47.533317,19.050873,19
2836,F03059,Illyés Gyula utca,47.55909,19.121069,19
2837,F04798,Bajcsy-Zsilinszky utca,47.590213,18.936353,19
2838,8404,Csillaghegy H,47.584817,19.042061,20
2839,9208,Pestszentlőrinc Szarvas csárda tér,47.441357,19.18511,20
2840,9455,Ostor utca,47.416544,19.029864,20
2841,61273,Bolygó utca,47.450764,19.016208,20
2842,103386,Balatoni út / Háros utca,47.433069,19.005455,20
2843,F00406,Kölcsey utca,47.555269,18.965923,20
2844,F00504,Sujtás utca,47.563402,19.050874,20
2845,F02097,Süveg utca,47.481431,19.004925,20
2846,F02101,Farkasréti temető,47.484282,19.005679,20
2847,F02317,Svábhegy,47.497875,18.989768,20
2848,F02407,Kék Golyó utca,47.497814,19.021129,20
2849,F02452,Csillagvizsgáló,47.500135,18.964748,20
2850,F02519,Gogol utca,47.520132,19.05759,20
2851,F02522,Ipoly utca,47.519853,19.053886,20
2852,F02544,Gyöngyösi utca,47.546217,19.089038,20
2853,F02546,Gyöngyösi utca,47.54663,19.089383,20
2854,F02554,Fiastyúk utca,47.540537,19.085874,20
2855,F02560,József Attila tér,47.547118,19.084057,20
2856,F02663,Rozsnyay utca,47.540212,19.077477,20
2857,F02673,Frangepán utca,47.534365,19.082521,20
2858,F03698,Fedezék utca,47.45216,19.19514,20
2859,F03785,Duna utca,47.433034,19.220562,20
2860,F04286,Csepeli temető,47.40595,19.053583,20
2861,F04420,Arany János utca,47.428393,19.02388,20
2862,8943,Budatétény benzinkút,47.431018,19.004423,21
2863,109729,Dagály utcai lakótelep,47.536311,19.065065,21
2864,F00493,Attila utca,47.57916,19.052669,21
2865,F02592,Lehel utca / Róbert Károly körút,47.526433,19.078771,21
2866,F02659,Rokolya utca,47.542539,19.087016,21
2867,F02676,Frangepán utca,47.535084,19.083066,21
2868,8109,Damjanich utca,47.402518,18.991053,22
2869,8649,Székesdűlő ipartelep,47.615155,19.109268,22
2870,64243,Temető utca,47.356175,19.046921,22
2871,F00445,Templom utca,47.600312,19.04662,22
2872,F00495,Huba utca,47.581309,19.05445,22
2873,F00889,Elem utca,47.554297,19.101506,22
2874,F01256,Népliget M,47.47633,19.099513,22
2875,F01900,Olajfa utca,47.449577,19.015532,22
2876,F02549,Futár utca,47.53823,19.089988,22
2877,F02556,Fiastyúk utca,47.5403,19.085898,22
2878,F02630,Vágány utca / Róbert Károly körút,47.524516,19.08197,22
2879,F02636,Petneházy utca,47.531288,19.085945,22
2880,F02647,Szegedi út,47.527664,19.083818,22
2881,F02648,Szegedi út,47.527502,19.083725,22
2882,F02655,Rokolya utca,47.541746,19.092049,22
2883,F02657,Kucsma utca,47.54447,19.093632,22
2884,F02672,Fáy utca,47.534003,19.087514,22
2885,F02705,Olof Palme sétány,47.511987,19.085055,22
2886,F03473,Egészségház,47.478132,19.255934,22
2887,F03795,Ganztelep Mednyánszky utca,47.423843,19.234636,22
2888,F04441,Nyél utca,47.414504,19.004145,22
2889,8286,Népliget M,47.476294,19.099288,23
2890,8402,Kert sor,47.591122,19.045358,23
2891,9439,Zichy Péter utca,47.515575,18.922359,23
2892,9463,Tanító utca,47.435274,19.009762,23
2893,F00475,Madzsar József utca / Pünkösdfürdő utca,47.5948,19.053707,23
2894,F02604,Göncz Árpád városközpont M,47.533559,19.067434,23
2895,F03022,Pozsony utca,47.568581,19.117162,23
2896,F03751,Lakatos út,47.448087,19.170958,23
2897,8958,Alsó határút,47.416543,19.116568,24
2898,8962,Szent István utca H,47.392297,19.115202,24
2899,9471,Széchenyi utca,47.418185,19.032578,24
2900,9584,Békásmegyer H,47.597444,19.055543,24
2901,56232,II. János Pál pápa tér,47.496078,19.077707,24
2902,73426,Művelődési Ház,47.428626,18.913182,24
2903,F00354,Villám utca,47.545204,18.952734,24
2904,F01746,Expó tér,47.495295,19.119695,24
2905,F01952,Borszéki utca,47.45851,19.023749,24
2906,F02388,Adonis utca,47.503604,18.990585,24
2907,F02565,Dagály fürdő,47.539882,19.062375,24
2908,F02905,Rákospatak utca,47.530967,19.101071,24
2909,F03133,Templom tér,47.541635,19.129984,24
2910,F03186,Emlék tér,47.536772,19.12663,24
2911,F03329,Batthyány Ilona utca,47.519171,19.230258,24
2912,F03610,Városközpont (Ferihegyi út),47.479911,19.256936,24
2913,F03839,Lakatos úti lakótelep,47.451206,19.172835,24
2914,F04312,Corvin-csomópont,47.437928,19.071603,24
2915,8149,Kőbányai út / Könyves Kálmán körút,47.486236,19.107515,25
2916,8333,Törökbálint bevásárlóközpont,47.443242,18.887398,25
2917,8939,Békásmegyer H,47.598408,19.054259,25
2918,F00462,Szolgáltatóház,47.601212,19.058056,25
2919,F00477,Szent István utca,47.592318,19.052072,25
2920,F00636,Madzsar József utca / Hadrianus utca,47.603002,19.059267,25
2921,F01951,Than Károly utca,47.460921,19.025339,25
2922,F02149,Gárdonyi tér,47.480522,19.051932,25
2923,F02229,Gazdagréti tér,47.473484,18.992979,25
2924,F02649,Radnóti Miklós utca,47.515491,19.051044,25
2925,F02951,Fűrész utca,47.527397,19.098651,25
2926,F03130,Szerencs utca,47.543802,19.131449,25
2927,F03517,Széchenyi utca,47.473818,19.25402,25
2928,F03829,Kosztolányi Dezső utca,47.449086,19.192957,25
2929,F03942,Sós utca,47.459126,19.149287,25
2930,8438,Egyetem,47.652306,19.071738,26
2931,44130,Madzsar József utca / Pünkösdfürdő utca,47.595572,19.054226,26
2932,56188,Óarany utca [10],47.57922,19.023466,26
2933,56226,Fővám tér,47.486169,19.058009,26
2934,61136,Rákosszeg park,47.534267,19.103451,26
2935,F00461,Békásmegyer H,47.59784,19.054067,26
2936,F00645,Bálint György utca,47.599242,19.064944,26
2937,F00730,Gimnázium,47.582698,19.10624,26
2938,F00932,Szent István körút,47.512046,19.052319,26
2939,F01269,Kőbányai út / Könyves Kálmán körút,47.485948,19.107544,26
2940,F01464,Kőér utcai uszoda,47.466644,19.1265,26
2941,F02113,Fehérló utca,47.478154,19.025717,26
2942,F02513,Szent István park,47.51774,19.052625,26
2943,F03387,Cinke utca,47.516745,19.222655,26
2944,F03704,Gárdonyi Géza utca,47.443151,19.18896,26
2945,49170,Szent István utca H,47.391189,19.114442,27
2946,67622,Csepel Csillagtelep,47.40997,19.060354,27
2947,F00459,Pünkösdfürdő utca,47.594908,19.051833,27
2948,F00460,Békásmegyer H,47.598083,19.054253,27
2949,F01006,Kálvin tér M,47.489461,19.061486,27
2950,F02459,Svábhegy,47.49773,18.989397,27
2951,F02524,Radnóti Miklós utca,47.514538,19.054124,27
2952,F03788,Pestszentlőrinc Béke tér,47.42948,19.218393,27
2953,8697,Újpest-központ M,47.560724,19.090125,28
2954,9338,Orbánhegyi dűlő,47.386389,19.11049,28
2955,89725,Nád utca,47.593723,19.047254,28
2956,100836,Iglice utca / Jutas utca [9],47.577718,19.022364,28
2957,103387,Balatoni út / Háros utca,47.432125,19.005257,28
2958,F00408,Szent János Kórház,47.509594,19.010039,28
2959,F00438,Gulácsy Lajos utca,47.602642,19.048242,28
2960,F01918,Igmándi utca,47.456639,19.019984,28
2961,F02900,Kassai tér,47.524142,19.098475,28
2962,F02904,Pándorfalu utca,47.52977,19.103062,28
2963,F02955,Sárrét park,47.533231,19.105788,28
2964,F03097,Sztárai Mihály tér,47.53963,19.1286,28
2965,F03550,Pesti út,47.483931,19.230747,28
2966,F03588,Bulyovszky utca,47.470836,19.25182,28
2967,56187,Muzsla utca [11],47.580911,19.02413,29
2968,F01025,Nyugati pályaudvar M,47.511228,19.056461,29
2969,F01501,Albert Flórián út,47.473613,19.097127,29
2970,F02054,Dayka Gábor utca,47.470427,19.020056,29
2971,F03715,Szarvas csárda tér,47.440405,19.186849,29
2972,F03767,Kossuth Lajos utca,47.442919,19.175758,29
2973,F03851,Selmecbánya utca,47.438409,19.20479,29
2974,F03941,Kőbánya-Kispest M,47.462138,19.150062,29
2975,F04230,Szent István út,47.391374,19.106125,29
2976,F04288,Fácánhegyi utca,47.399762,19.051158,29
2977,F04350,Erdősor utca,47.416869,19.061787,29
2978,44511,Solymár PEMÜ,47.597409,18.92824,30
2979,101178,Szigetszentmiklós városháza,47.348981,19.045586,30
2980,103053,Budaörsi lakótelep,47.455747,18.94116,30
2981,F01483,Közterületfenntartó Zrt.,47.468419,19.10727,30
2982,F01495,Ecseri út M,47.47126,19.109422,30
2983,F02162,Dűlő út,47.427678,18.979985,30
2984,F02855,Szuglói körvasút sor,47.535071,19.113227,30
2985,F02863,Rákospatak utca,47.528617,19.107111,30
2986,F02948,Fűrész utca,47.525785,19.104691,30
2987,F03621,Szent Lőrinc-telep,47.433089,19.174369,30
2988,F03802,Üllői út,47.435273,19.202182,30
2989,F03807,Szent László utca,47.441814,19.207651,30
2990,F03998,Kassa utca,47.436351,19.155732,30
2991,F04283,Tejút utca,47.410636,19.056207,30
2992,F04761,Széchenyi tér,47.439365,18.900827,30
2993,8147,Vajda Péter utca,47.48177,19.103619,31
2994,8832,Szakorvosi rendelőintézet,47.443871,19.181125,31
2995,9503,Kovácsi Kálmán tér,47.573138,19.121088,31
2996,61378,Szőlőskert utca,47.502266,18.91679,31
2997,86856,Nagyvárad tér M,47.477735,19.091387,31
2998,98532,Farkashegyi repülőtér,47.489854,18.909282,31
2999,F00812,Csányi László utca,47.558,19.085313,31
3000,F01262,Vajda Péter utca,47.481543,19.103636,31
3001,F01514,Boráros tér H,47.479945,19.067547,31
3002,F01584,Felüljáró (Gyömrői út),47.465382,19.152827,31
3003,F02953,Nezsider park,47.526722,19.100628,31
3004,F03018,Kovácsi Kálmán tér,47.574361,19.12218,31
3005,F03847,Beszterce utca,47.425285,19.214456,31
3006,F04448,Őszibarack utca,47.415452,19.012731,31
3007,F04681,Lacházi fogadó,47.380058,19.009762,31
3008,8051,Liptó utca,47.48601,19.007071,32
3009,9421,Ezred utca,47.605951,19.097621,32
3010,9748,Európa Center,47.605157,19.103711,32
3011,47712,Károlyi Sándor út,47.585272,19.132112,32
3012,63399,Hulladékhasznosító Mű,47.584113,19.131087,32
3013,64244,Wesselényi utca,47.351111,19.04528,32
3014,F00182,Laktanya,47.526663,18.948412,32
3015,F00748,Erdősor út,47.578093,19.106953,32
3016,F02321,Adonis utca,47.503316,18.990107,32
3017,F02605,Göncz Árpád városközpont M,47.533388,19.067367,32
3018,F02857,Öv utca,47.534361,19.112482,32
3019,F02911,Miskolci utca,47.532177,19.110421,32
3020,F03004,Károlyi Sándor út,47.585758,19.132552,32
3021,F03171,Árokhát út,47.577327,19.124882,32
3022,F03176,Székely Elek út,47.579709,19.127052,32
3023,F03538,Árpád fejedelem utca,47.476055,19.244172,32
3024,F03757,Dembinszky utca,47.443516,19.163403,32
3025,F03849,Halomi út,47.422052,19.211477,32
3026,F04273,Vas Gereben utca,47.41328,19.058619,32
3027,F04336,Csepel H,47.421572,19.06575,32
3028,F04410,Komló utca,47.421663,19.035773,32
3029,F04685,Gyógyszertár,47.513697,18.932931,32
3030,7923,Kele utca,47.431808,19.173804,33
3031,8904,Kétújfalu utca,47.419483,19.209137,33
3032,9557,Vécsey Károly utca,47.571892,19.096021,33
3033,50184,Lőrinci piac,47.44313,19.184332,33
3034,F00714,Megyeri út / Fóti út,47.580286,19.088731,33
3035,F00752,Vadgesztenye utca,47.575378,19.104398,33
3036,F00850,Mildenberger utca,47.572003,19.087768,33
3037,F00895,Perényi Zsigmond utca,47.570052,19.085747,33
3038,F01936,Vitorlázó út,47.452427,18.990774,33
3039,F02898,Kassai tér,47.524799,19.09655,33
3040,F03525,Rákoshegy vasútállomás,47.46754,19.243703,33
3041,F03591,Vörösmarty utca,47.461721,19.237939,33
3042,F03764,Margó Tivadar utca,47.437752,19.17108,33
3043,8644,Vízművek,47.599469,19.092788,34
3044,8971,Gyula vezér út,47.409629,19.004123,34
3045,64186,Kisfaludy utca,47.342349,19.045001,34
3046,F00514,Dinamó utca,47.563986,19.036284,34
3047,F00770,Irányi Dániel utca / Baross utca,47.574044,19.089816,34
3048,F00773,Vécsey Károly utca,47.569777,19.099594,34
3049,F01934,Keserűvíz-forrás,47.458538,18.997345,34
3050,F03524,Melczer utca,47.463329,19.239536,34
3051,F03723,Iker utca,47.435497,19.168953,34
3052,F04702,Solymár községháza,47.59249,18.938223,34
3053,8591,Szent Gellért tér - Műegyetem M,47.483616,19.053537,35
3054,9148,Szusza Ferenc Stadion,47.575692,19.083757,35
3055,36236,Szigetszentmiklós H,47.345454,19.048205,35
3056,41093,Duna utca,47.428215,19.059125,35
3057,F00755,Baross utca / Fóti út,47.57702,19.092809,35
3058,F01372,Boráros tér H,47.480718,19.06768,35
3059,F03026,Rákospalota Kossuth utca,47.568755,19.126305,35
3060,F03563,Bocskai István utca,47.456728,19.233014,35
3061,F03565,Orgoványi utca,47.453433,19.229595,35
3062,F03590,Ady Endre utca,47.466193,19.242372,35
3063,F03597,Rákóczi Ferenc utca,47.459261,19.235516,35
3064,F04476,Baross Gábor-telep Ispiláng utca,47.416581,19.00148,35
3065,117054,Kispest vasútállomás,47.44845,19.159667,36
3066,F00710,Megyeri temető,47.58141,19.089955,36
3067,F00718,Megyer Szondi utca,47.586247,19.095104,36
3068,F00894,Langlet Waldemár utca,47.566842,19.082515,36
3069,F01693,Gergely utca (Sibrik Miklós út),47.468581,19.155923,36
3070,F01698,Szövőszék utca,47.472265,19.159897,36
3071,F02803,Egressy út / Vezér utca,47.519009,19.126232,36
3072,F02851,Öv utca,47.530596,19.121668,36
3073,F02854,Telepes utca,47.520718,19.110647,36
3074,F03039,Epres sor,47.561651,19.123225,36
3075,F03534,Bánya part,47.471574,19.239725,36
3076,7968,Mogyoród útja,47.570602,19.128267,37
3077,8708,Vízművek lakótelep,47.597742,19.091577,37
3078,102569,Rózsakert utca / Minta utca,47.403776,19.011043,37
3079,105507,Cargo City,47.430323,19.270282,37
3080,F00301,Ruszti út,47.514973,19.014549,37
3081,F00308,Széna tér,47.508483,19.027323,37
3082,F00309,Széna tér,47.508376,19.027374,37
3083,F03008,Szántóföld utca,47.576135,19.132124,37
3084,F03733,Kispest vasútállomás,47.447182,19.15824,37
3085,F03994,Áchim András utca,47.441258,19.149908,37
3086,F04683,Erkel Ferenc utca,47.516454,18.935704,37
3087,F04755,Munkácsy Mihály utca (hősi emlékmű),47.431392,18.916714,37
3088,36678,Széll Kálmán tér M,47.50671,19.02524,38
3089,37747,Lakihegy Cseresznyés utca,47.377332,19.007248,38
3090,44029,Fenyőgyöngye,47.540451,19.006603,38
3091,64106,Nap utca (óvoda),47.349733,19.026063,38
3092,F00777,Türr István utca / Nádor utca,47.569258,19.092829,38
3093,F00916,Vízművek lakótelep,47.597652,19.09143,38
3094,F01629,Harmat utca,47.489707,19.136824,38
3095,F01826,Ónodi utca,47.489231,19.136141,38
3096,F02168,BAH-csomópont,47.487715,19.025553,38
3097,F02232,Örsöddűlő,47.45492,18.993158,38
3098,F02421,Királyhágó tér,47.494972,19.01926,38
3099,F02853,Fűrész utca,47.523603,19.113864,38
3100,F02914,Szentes utca,47.526462,19.117054,38
3101,F02944,Fűrész utca / Szugló utca,47.519688,19.118944,38
3102,F03014,Esthajnal utca,47.571821,19.127001,38
3103,F03485,Csaba vezér tér,47.487873,19.287742,38
3104,F04455,Lépcsős utca,47.408293,19.016499,38
3105,F04498,Angeli utca / Nagytétényi út,47.390955,18.981715,38
3106,F00098,Ág utca,47.495451,19.029425,39
3107,F00780,Szent László tér,47.567961,19.097759,39
3108,F02709,Ötvenhatosok tere,47.507147,19.086459,39
3109,F02723,Stefánia út / Thököly út,47.5087,19.095394,39
3110,F02836,Bosnyák tér,47.520384,19.113674,39
3111,F03010,Vághó Ferenc utca,47.574373,19.130035,39
3112,F03027,Rákospalota Kossuth utca,47.56808,19.125932,39
3113,F03536,Bulyovszky utca,47.474125,19.242228,39
3114,F01624,Élessarok,47.491495,19.138759,40
3115,F02500,Zenélőkút,47.535692,19.052506,40
3116,F02712,Zichy Géza utca,47.510348,19.090696,40
3117,F02809,Szugló utca / Cinkotai út,47.526716,19.127133,40
3118,F02845,Rákospatak utca / Csömöri út,47.524617,19.118844,40
3119,F02925,Amerikai út (Mexikói út M),47.521347,19.092471,40
